Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
DIVISLAB,4.02,26792,26.52,83528,66017,17511,192927,8477,2026-08-03 07:34:21
MUTHOOTFIN,-7.81,50236,64.21,66455,40470,25985,204737,2881,2026-08-03 07:34:21
