Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
KEI,-2.14,16347,20.44,18288,15184,3104,47678,4951,2026-05-05 06:23:41
