Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
GRASIM,3.02,24046,26.05,104889,83215,21674,246331,3150,2026-05-21 07:58:37
JUBLFOOD,-4.92,90231,36.38,61740,45269,16471,117812,437,2026-05-21 07:58:37
