Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
FORCEMOT,-2.67,2002,33.95,17080,12751,4329,29230,17926,2026-06-02 08:41:16
NHPC,-3.2,2194556,51.48,42154,27829,14325,56876,73,2026-06-02 08:41:16
