Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
SHREECEM,2.02,374,29.69,25950,20010,5940,59227,26155,2026-06-24 07:48:51
IRFC,-4.73,662881,32.2,52132,39435,12697,74671,94,2026-06-24 07:48:51
