Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
COFORGE,7.91,265787,28.71,105774,82180,23594,270259,1284,2026-05-06 06:35:57
SRF,3.26,13430,29.62,41210,31793,9417,159852,2729,2026-05-06 06:35:57
HEROMOTOCO,2.56,11509,27.7,68867,53929,14938,193468,5065,2026-05-06 06:35:57
