Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
POLYCAB,-2.59,2505,23.09,40946,33266,7680,45353,8912,2026-09-01 09:18:41
KEI,-2.88,3064,30.47,22580,17307,5273,30520,5348,2026-09-01 09:18:41
