Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
KFINTECH,-4.2,20313,138.12,23693,9950,13743,69768,898,2026-05-01 06:41:10
WAAREEENER,-5.79,84348,41.52,67985,48039,19946,185885,3129,2026-05-01 06:41:10
