Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
OFSS,4.13,22777,55.53,64965,41769,23196,400922,10373,2026-07-23 06:34:20
