Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
OIL,3.95,179358,29.04,26767,20743,6024,35039,481,2026-03-02 05:17:26
ONGC,2.97,418069,22.87,97321,79207,18114,81509,281,2026-03-02 05:17:26
KEI,-3.15,2553,24.41,15891,12773,3118,29281,5215,2026-03-02 05:17:26
