Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
TITAN,2.75,46247,23.24,113285,91920,21365,197822,4293,2026-01-07 04:46:58
