Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
COFORGE,-6.9,95320,30.91,67484,51550,15934,207473,1854,2026-09-09 08:52:12
