Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
ASTRAL,2.39,21082,37.61,43275,31448,11827,203395,1558,2026-08-13 05:43:21
