Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
BANDHANBNK,4.12,676854,28.85,43439,33713,9726,95351,200,2026-04-29 06:29:18
ETERNAL,4.04,1895808,25.7,146821,116803,30018,192783,258,2026-04-29 06:29:18
