Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
ICICIGI,-6.32,121690,76.1,49376,28038,21338,183963,1612,2026-07-16 06:24:27
