Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
HYUNDAI,-2.07,3132,20.62,29985,24859,5126,14865,1745,2026-04-14 06:04:25
ADANIPOWER,-2.17,239509,20.73,27381,22680,4701,52419,181,2026-04-14 06:04:25
HEROMOTOCO,-2.59,3600,20.41,50614,42033,8581,52404,5245,2026-04-14 06:04:25
AMBER,-3.11,3767,20.47,26587,22069,4518,35167,7186,2026-04-14 06:04:25
