Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
VEDL,-3.71,893484,44.75,169035,116781,52254,283315,280,2026-06-23 07:53:54
