Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
IRFC,-3.15,850542,36.53,34069,24954,9115,31934,104,2026-02-25 05:25:33
WAAREEENER,-6.76,52041,186.39,56044,19569,36475,181342,2713,2026-02-25 05:25:33
PREMIERENE,-10.0,54375,93.38,24527,12683,11844,74274,738,2026-02-25 05:25:33
