Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
OIL,3.95,179358,34.49,27897,20743,7154,70765,484,2026-03-03 05:16:04
KEI,-3.15,2553,31.72,16824,12773,4051,51909,5220,2026-03-03 05:16:04
LT,-5.08,78296,24.61,133132,106839,26293,266111,4054,2026-03-03 05:16:04
INDIGO,-6.78,32179,23.43,95143,77083,18060,174662,4533,2026-03-03 05:16:04
