Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
MANAPPURAM,2.76,631884,27.33,43120,33866,9254,66655,354,2026-08-12 05:41:02
NATIONALUM,2.71,174803,21.58,57504,47296,10208,124907,417,2026-08-12 05:41:02
GODREJCP,-10.0,110516,107.29,81988,39553,42435,166568,920,2026-08-12 05:41:02
