Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
KFINTECH,-2.13,1803,28.39,7131,5554,1577,8470,892,2026-04-07 05:49:36
JUBLFOOD,-4.58,85331,48.44,45720,30801,14919,70573,415,2026-04-07 05:49:36
