Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
RBLBANK,-4.81,304285,26.46,43710,34565,9145,61046,301,2026-01-19 04:56:38
WIPRO,-5.78,312031,40.91,86358,61288,25070,145789,249,2026-01-19 04:56:38
