Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
AMBER,-4.23,3315,60.71,69051,42966,26085,303664,7223,2026-05-18 08:10:07
ICICIPRULI,-5.16,58679,24.74,38284,30691,7593,65795,515,2026-05-18 08:10:07
