Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
SRF,-2.8,4542,26.94,49516,39008,10508,102984,2747,2026-01-21 04:51:17
