Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
KFINTECH,-4.2,20313,88.22,18728,9950,8778,43128,905,2026-04-30 06:32:47
WAAREEENER,-5.79,84348,54.43,74185,48039,26146,138622,3145,2026-04-30 06:32:47
