Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
TATACONSUM,2.21,82174,38.27,43666,31580,12086,225103,1254,2026-05-11 07:49:59
KALYANKJIL,-3.19,210391,26.3,63452,50238,13214,117664,386,2026-05-11 07:49:59
TITAN,-3.52,30298,22.9,113348,92228,21120,397688,4234,2026-05-11 07:49:59
ABB,-5.0,27590,28.42,51971,40470,11501,133698,6346,2026-05-11 07:49:59
