Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
PERSISTENT,-4.87,13263,25.03,81452,65144,16308,116042,4776,2026-06-19 09:07:32
INFY,-5.78,633544,30.8,638612,488226,150386,717223,1041,2026-06-19 09:07:32
