Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
ANGELONE,-6.24,18974,26.53,34077,26933,7144,77490,2575,2026-02-16 05:39:24
BSE,-7.12,174676,26.35,96865,76663,20202,199371,2821,2026-02-16 05:39:24
