Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
ATHERENERG,2.39,143305,44.71,22605,15621,6984,114583,1717,2026-08-31 10:43:34
