Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
KEI,3.54,27372,29.9,24794,19087,5707,106237,5398,2026-08-04 06:32:41
LICI,-8.52,713440,140.41,68659,28559,40100,100409,396,2026-08-04 06:32:41
