Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
AUBANK,-3.56,43228,23.33,40287,32667,7620,78228,958,2026-02-23 05:38:09
UPL,-5.0,65196,35.65,56549,41688,14861,123336,649,2026-02-23 05:38:09
IDFCFIRSTB,-10.0,1058255,71.61,98806,57575,41231,213639,70,2026-02-23 05:38:09
