Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
TRENT,-5.0,48445,27.06,164018,129089,34929,209556,4123,2026-01-06 04:44:59
