Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
DRREDDY,2.81,93831,28.83,64819,50314,14505,201844,1383,2026-06-29 09:02:26
ASTRAL,-4.7,20353,57.34,41255,26220,15035,127576,1373,2026-06-29 09:02:26
PERSISTENT,-7.05,82868,108.68,148505,71165,77340,477457,4330,2026-06-29 09:02:26
