Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
ZYDUSLIFE,4.64,96020,46.32,42071,28752,13319,188561,1050,2026-05-20 07:51:31
PIIND,-5.59,17834,30.22,39595,30407,9188,122117,2911,2026-05-20 07:51:31
