Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
VBL,2.26,398636,20.8,67310,55721,11589,57747,432,2026-08-26 04:46:06
