Symbol,%Change PreMarket,Qty Traded,%Change OI,Latest OI,Previous OI,Change In OI,Volume,Underlying Price,Timestamp
PAGEIND,3.37,2126,30.41,37683,28896,8787,111890,37260,2026-08-14 05:41:17
MFSL,2.82,45293,22.25,40376,33027,7349,82809,1526,2026-08-14 05:41:17
